LGA,Ward,Polling Unit Name
Ngala,Gamboru 'B',Badiya Bulin; Bulabulin; Kasuwan Katako; Malumburi I; Zawuya; Ghana I; Ghana II; Malumburi
Ngala,Gamboru 'C',Badiya Din; Njemena Shuwari; Njemena Pri. Sch.; Pompom Kura; Bash; Bash Hayawango; Bash Fulatari; Shuwari; Prison; Barrack; Dispensary
Ngala,Logumane,Nguro I; Nguro II; Logomane I; Logomane II; Gumshe; Magare; Ajiwa
Ngala,Ndufu,Ndufu Pri. Sch.; Jokona; Saleri; Fairam; Dime; Meleri; Abbari; Amkula; Duksala; Muktu
Ngala,Ngala Ward,Shettimari; C. B. D. A. Quarters; Ngala Central Pri. Sch. I; Ngala Central Pri. Sch. II; Lowcost Ngala; Sunabako
Ngala,Old Gamboru 'A',Gamboru Abuja; Fulatari; Yobe; Kanumburi; Zannari; Lawanti; Kanumburi Bulamari
Ngala,Tunokalia,Tunokalia Village; Shehuri Village; Manawaji Village; Bula Gonibe; Abbari Village; Manawaji Frekri; Ladari Village; Bula Laiye
Ngala,Warshele,Warshele Village; Antiliske Village; Koma Village; Hassanari; Ndufune I; Ndufune II; Mukdolo; Ngaiwa; Tongule; Kesawa; Tusuye
Ngala,Wulgo,Wulgo Town Viewing Centre I; Wulgo Dajiri I; Wulgo Dajiri II; Hausari; Zannari; Wulgo; Wulgo Central; Bula Kessabe; Garal Village; Jagarawaji; Yerwa Kura
Ngala,Wurge,Rogo; Tambajam; Wofio; Wurge
Nganzai,Alarge,Torowa Pri. Sch. I; Torowa Pri. Sch. II; Ganya'A; Durwari I; Durwari II
Nganzai,Badu,Badu Lawanti; Badu Pri. Sch.; Badu Market; Goni Yetchari I; Goni Yetchari II; Mallam Kyariri I; Mallam Kyariri II; Za'A Bore Hole I; Za'A Bore Hole II; Za'A Bore Hole III
Nganzai,Damaram,Damaram Pri. Sch. I; Damaram Pri. Sch. II; Sherifti I; Sherifti II; Abba Ganari I; Abba Ganari II
Nganzai,Gajiram,Gajiram Central Pri. Sch.; Gajiram Dispensary I; Gajiram Dispensary II; Gajiram Old Vet.; Women Dev. Centre; Gajiram Market I; Gajiram Market II; Gajiram Forestry; Kotte I; Kotte II; Lauwa Pri. Sch. I; Lauwa Pri. Sch. II
Nganzai,Gadai,Gadai Pri. Sch.; Gadai Bulamari; Gadai Dispensary; Manum Bore Hole; Gamayo Bulamari; Sudagu; A'Aram
Nganzai,Jigalta,Jigalta Lawanti I; Jigalta Lawanti II; Gasarwa Pri. Sch. I; Gasarwa Pri. Sch. II; Burimari
Nganzai,Kuda,Kuda Pri. Sch. I; Kuda Pri. Sch. II; Ali Buluri I; Ali Buluri II; Golumbeyari
Nganzai,Kurnawa,Kurnawa Pri. Sch.; Kurnawa Lawanti; Goyo Bulamari; Kurnawa Njemari
Nganzai,Miye,Miye Pri. Sch.; Miye Dispensary; Kessa Ngala I; Kessa Ngala II; Burari Bulamari; Malori I; Malori II; Wuska; Mairi Bulamari I; Mairi Bulamari II; Mairi Bulamari III
Nganzai,Sabsabuwa,Sabsabuwa Lawanti; Sabsabuwa Pri. Sch.; Dowo Bore Hole I; Dowo Bore Hole II
Nganzai,Sugundure,Sugundure Lawanti I; Sugundure Lawanti II; Mile Forty; Ma'Ara Water Point; Grema Matari I; Grema Matari II; Garsuno; Mulgu Bore Hole; Kaula Njimma I; Kaula Njimma II
Shani,Bargu / Burashika,"Burashika Pri. Sch., Burashika I; Kofar Bulama M., Burashika II; Kofar Manga Garba, Tudun Wada; Bargu Pri. Sch., Bargu; Kofar Yaro, Bargu; Bargu Dispensary, Bargu; Bargu Sabon Fegi, Bargu I; Bargu Sabon Fegi, Bargu II; Kofar Lawan, Bargu; Mai Unguwa Dutse, Bargu; Kofar Bulama Dinga, Dinga; Kofar Mai Unguwa, Gunduri; Kofar Jauro T. ,Jauro Tukur"
Shani,Buma,"Buma Pri. Sch. ,Buma I; Kofar Lawan, Buma II; Kofar Bulama G., Killing; Kofar Bulama M., Guldurung; Kofar Bulama Ali, Sangwa"
Shani,Gasi / Salifawa,"Kofar B. Danladi, Gasi Kurngulung; Kofar B. Musa, Pahra I; Kofar B. Musa, Pahra II; Jauro Maina,Tashan Maina I; Jauro Maina,Tashan Maina II; Jauro Musa, Sarawuya; Mai Unguwa Misali, Sabon Sara I; Mai Unguwa Misali, Sabon Sara II; Jauro Siddi, Kulthi; Kubo Deno. Pri. Sch., Kubo Deno I; Kofar Lawan, Kubo Deno II; Jauro Gero, Lande Kato I; Jauro Gero, Lande Kato II; Bakin Tasha, Kurngulung I; Kofar Mai Unguwa, Kurngulung II; Jauro Geno, Funguru; Jauro Shindo, Peshingo; Kofar Bulama, Koburut; Kofar Lawan, Panshani"
Shani,Gora,"Gora Pri. Sch., Gora I; Gora Pri. Sch., Gora II; Gora Dispensary, Gora I; Gora Dispensary, Gora II; Kofar Lawan, Gora; Lapepel Pri. Sch., Lapepel; Jauro Usman, Lashana I; Jauro Usman, Lashana II; Mai Unguwa Wabi, Kaule; Kofar Bulama, Lawolom"
Shani,Gwalasho,"Kashim Pri. Sch., Kashim; Kofar Lawan, Peshingo; Wurobokki Pri. Sch., Wurobokki I; Kofar Bulama Ali, Wurobokki II; Kofar Jauro Yaro, Dalhat; Gari Pri. Sch., Gari I; Gari Pri. Sch., Gari II; Kofar Bulama, Tumbu"
Shani,Gwaskara,"Gwaskara Pri. Sch., Gwaskara I; Kofar Lawan, Gwaskara II; Lajada Pri. Sch., Lajada I; Lajada Pri. Sch., Lajada II; Kofar Bulama Adamu, Wajang; Kofar Bulama Yusufu, Gormodo"
Shani,Kombo,"Kombo Pri. Sch., Kombo I; Kombo Pri. Sch., Kombo II; Pilak Pri. Sch., Pilak; Kofar J. Shamya, Tudun Wada; Kareji Pri. Sch., Kareji I; Kareji Pri. Sch., Kareji II; Kofar Bulama, Kurkude"
Shani,Kubo,"Kubo Pri. Sch., Kubo Waja Malum I; Kubo Pri. Sch., Kubo Waja Malum II; Kubo Pri. Sch., Kubo; Kubo Dispensary, Kubo Dungu I; Kubo Dungu Pri. Sch., Kubo Dungu II; Kubo Dungu Pri. Sch., Kubo Dungu III; Gorawa Pri. Sch., Gorawa; Gindin Kuka, Unguwan Hausawa I; Kofar Bukar, Unguwan Hausawa II; Kofar Abubakar, Jeki I; Jauro Yahaya, Jeki II; Jauro Yahaya, Dubukku; Dandang Pri. Sch. Danbang; Kofar Ardo B Dandang II"
Shani,Kwaba,"Lakundum Pri. Sch., Lakundum I; Kofar Bulama Musa, Lakundum II; Jauro Magaji, Didango I; Jauro Magaji, Didango II; Kofar B. Adamu, Jigawa; Kofar B. Isa, Labilis"
Shani,Shani,"Viewing Centre, Viewing Centre I; Viewing Centre, Viewing Centre II; Bigari Pri. Sch., Bigaru I; Kofar Mai Unguwa, Bigaru II; Vet. Office, Veterinary I; Mai-Unguwa, Veterinary II; Kofar Maiunguwa Musa, Unguwa Hausawa I; Kofar Maiunguwa, Anguwan Hausawa II; Admin Block, Gss Shani; Ngabu Pri. Sch., Ngabu I; Ngabu Pri. Sch., Ngabu II; Lawolon Pri. Sch., Lawolom; Kofar Bulama, Pitila; Wurojam Pri. Sch., Wurojam; Kurje Pri. Sch., Kurje I; Kofar Lawan, Kurje II; Bakaina Pri. Sch., Bakaina I; Kofar B. Ibrahim, Bakaina II; Kofar Bulama, Lamor"
Shani,Walama,"Walama Pri. Sch., Walama I; Walama Pri. Sch., Walama II; Kofar Lawan, Walama III; Kimtir Pri. Sch., Kimtir; Kofar J. Buba, Nahuta; Kofar B. Musa, Kwahra; Kofar J. Yahaya, Mijekti; Kofar A. Dauda, Pela I; Kofar Lawan, Pela II; Pajala Pri. Sch., Pajala; Kofar B. Musa, Yelwa Dthida; Kofar Bulama, Burkulok"
