M-V pin#,Name,State,Year,Boat,Event
494,Jenny CIarke,NSW,1993.0,WL2x,1993 World Rowing Championships
495,Jason Tutty,WA,1993.0,ML4x,1993 World Rowing Championships
496,Chris Ohlrich,QLD,1993.0,ML4x,1993 World Rowing Championships
497,Anthony Edwards,VIC,1993.0,ML4x,1993 World Rowing Championships
498,Gavin Hall,VIC,1993.0,ML2-,1993 World Rowing Championships
499,Ben Reece,SA,1993.0,ML4-,1993 World Rowing Championships
500,James Seppelt,SA,1993.0,ML4-,1993 World Rowing Championships
501,Andrew Stunell,SA,1993.0,ML4-,1993 World Rowing Championships
502,Ned Draydon,SA,1993.0,ML4-,1993 World Rowing Championships
503,Bronwyn Roye,NSW,1994.0,W1x,1994 World Rowing Championships
504,Amy Safe,SA,1994.0,W4x,1994 World Rowing Championships
505,Sally Newmarch,SA,1994.0,W4x,1994 World Rowing Championships
506,Anna Ozolins,SA,1994.0,W2-,1994 World Rowing Championships
507,Carmen Klomp,SA,1994.0,W2-,1994 World Rowing Championships
508,Alistair McLachlan,SA,1994.0,M4x,1994 World Rowing Championships
509,Duncan Free,QLD,1994.0,M4x,1994 World Rowing Championships
510,Robert Walker,NSW,1994.0,M2-,1994 World Rowing Championships
511,Richard Wearne,NSW,1994.0,M2-,1994 World Rowing Championships
512,Anthony Ellis,VIC,1994.0,M2+,1994 World Rowing Championships
513,Teesaan Koo,NSW,1994.0,M2+,1994 World Rowing Championships
514,Janusz Hooker,NSW,1994.0,M4-,1994 World Rowing Championships
515,Annabel Kater,NSW,1994.0,WL2x,1994 World Rowing Championships
516,Emma Cross,WA,1994.0,WL4-,1994 World Rowing Championships
517,Elizabeth Moir,WA,1994.0,WL4,1994 World Rowing Championships
518,Sue Peacock,WA,1994.0,WL4,1994 World Rowing Championships
519,Tim Hawkins,TAS,1994.0,ML2x,1994 World Rowing Championships
520,Cy Pearson,QLD,1994.0,ML4x,1994 World Rowing Championships
521,Stephen Purves,VIC,1994.0,ML4x,1994 World Rowing Championships
522,Stuart Peele,VIC,1994.0,ML8+,1994 World Rowing Championships
523,Darren Balmforth,TAS,1994.0,ML8+,1994 World Rowing Championships
524,Rod McNeil,QLD,1994.0,ML8+,1994 World Rowing Championships
525,William Webster,VIC,1994.0,ML8+,1994 World Rowing Championships
526,Angela Holbeck,ACT,1995.0,W4-,1995 World Rowing Championships
527,Karina Wieland,ACT,1995.0,W4-,1995 World Rowing Championships
528,Rhett Ayliffe,NSW,1995.0,M2x,1995 World Rowing Championships
529,Ron Snook,WA,1995.0,M4x,1995 World Rowing Championships
530,Daniel Burke,NSW,1995.0,M2+,1995 World Rowing Championships
531,Drew Ginn,VIC,1995.0,M8+,1995 World Rowing Championships
532,Hugh Baird,WA,1995.0,M8+,1995 World Rowing Championships
533,Joanne Morgan,NSW,1995.0,WL2x,1995 World Rowing Championships
534,Brianna Watt,VIC,1995.0,WL2-,1995 World Rowing Championships
535,Amanda Hinds,VIC,1995.0,WL2-,1995 World Rowing Championships
536,Haimish Karrasch,QLD,1995.0,ML4x,1995 World Rowing Championships
537,Andrew Lane,VIC,1995.0,ML2,1995 World Rowing Championships
538,Jane Robinson,VIC,1996.0,W4x,1996 Atlanta Olympics
539,Bronwyn Thompson,VIC,1996.0,W8+,1996 Atlanta Olympics
540,David Cameron,NSW,1996.0,M1x,1996 Atlanta Olympics
541,Geoff Stewart,NSW,1996.0,M8+,1996 Atlanta Olympics
542,James Stewart,NSW,1996.0,M8+,1996 Atlanta Olympics
543,Eliza Blair,VIC,1996.0,WL2-,1996 World Rowing Championships
544,Justine Joyce,VIC,1996.0,WL2-,1996 World Rowing Championships
545,Rachael Taylor,VIC,1997.0,W2-,1997 World Rowing Championships
546,Marcus Free,QLD,1997.0,M2x,1997 World Rowing Championships
547,Martin Inglis,NSW,1997.0,M4x,1997 World Rowing Championships
548,Stuart Reside,WA,1997.0,M4x,1997 World Rowing Championships
549,Stuart McRae,ACT,1997.0,M2-,1997 World Rowing Championships
550,Alastair Gordon,NSW,1997.0,M8+,1997 World Rowing Championships
551,David Porzig,WA,1997.0,M8+,1997 World Rowing Championships
552,Tim Wright,VIC,1997.0,ML8+,1997 World Rowing Championships
553,Robert Richards,VIC,1997.0,ML8+,1997 World Rowing Championships
554,Alastair Isherwood,VIC,1997.0,ML8+,1997 World Rowing Championships
555,Jon Berney,VIC,1997.0,ML8+,1997 World Rowing Championships
556,Rob Mitchell,NSW,1997.0,ML8+,1997 World Rowing Championships
557,Michael Wiseman,NSW,1997.0,ML8+,1997 World Rowing Championships
558,Jodi Winter,NSW,1998.0,W2,1998 World Rowing Championships
559,Rachael Kininmonth,VIC,1998.0,W8+,1998 World Rowing Championships
560,Katie Foulkes,VIC,1998.0,W8+,1998 World Rowing Championships
561,Matthew O'Callaghan,NSW,1998.0,M4x,1998 World Rowing Championships
562,Peter Hardcastle,NSW,1998.0,M4x,1998 World Rowing Championships
563,Zachary Kirkham,NSW,1998.0,M8+,1998 World Rowing Championships
564,Josephine Lips,SA,1998.0,WL4x,1998 World Rowing Championships
565,Dearne Grant,QLD,1998.0,WL4x,1998 World Rowing Championships
566,Kerry Knowler,ACT,1999.0,W4x,1999 World Rowing Championships
567,Amber Bradley,WA,1999.0,W4x,1999 World Rowing Championships
568,Monique Heinke,NSW,1999.0,W4x,1999 World Rowing Championships
569,Emily Martin,VIC,1999.0,W8+,1999 World Rowing Championships
570,Kristina Larsen,NSW,1999.0,W8+,1999 World Rowing Championships
571,James Burton,QLD,1999.0,M1x,1999 World Rowing Championships
572,Jonathan Fievez,WA,1999.0,M2x,1999 World Rowing Championships
573,Christian Ryan,VIC,1999.0,M8+,1999 World Rowing Championships
574,Nigel Sullivan,VIC,1999.0,M8+,1999 World Rowing Championships
575,Kisahn Lamshed,SA,1999.0,WL1x,1999 World Rowing Championships
576,Karl Parker,NSW,1999.0,ML1x,1999 World Rowing Championships
577,Julia Wilson,NSW,2000.0,W4x,2000 Sydney Olympics
578,Sally Robbins,WA,2000.0,W4x,2000 Sydney Olympics
579,Victoria Roberts,NSW,2000.0,W8+,2000 Sydney Olympics
580,Matthew Long,VIC,2000.0,M2,2000 Sydney Olympics
581,Stuart Welch,NSW,2000.0,M8+,2000 Sydney Olympics
582,Amber Halliday,SA,2000.0,WL4x,2000 World Rowing Championships
583,Sally Causby,SA,2000.0,WL4x,2000 World Rowing Championships
584,Catriona Roach,NSW,2000.0,WL4x,2000 World Rowing Championships
585,Matthew Russell,VIC,2000.0,ML8+,2000 World Rowing Championships
586,Andrew Black,NSW,2000.0,ML8+,2000 World Rowing Championships
587,Shane Broad,TAS,2000.0,ML8+,2000 World Rowing Championships
588,Andrew Butler,TAS,2000.0,ML8+,2000 World Rowing Championships
589,Ben Cureton,WA,2000.0,ML8+,2000 World Rowing Championships
590,Glen Loftus,WA,2000.0,ML8+,2000 World Rowing Championships
591,Kenny Chan,WA,2000.0,ML8+,2000 World Rowing Championships
592,Dana Faletic,TAS,2001.0,W2x,2001 World Rowing Championships
593,Kelly Matthews,NSW,2001.0,W4x,2001 World Rowing Championships
594,Donna Martin,ACT,2001.0,W4x,2001 World Rowing Championships
595,Jo Lutz,WA,2001.0,W4-,2001 World Rowing Championships
596,Rebecca Sattin,WA,2001.0,W8+,2001 World Rowing Championships
597,Carly Bilson,NSW,2001.0,W8+,2001 World Rowing Championships
598,Shaun Coulton,QLD,2001.0,M4x,2001 World Rowing Championships
599,David Crawshay,VIC,2001.0,M4x,2001 World Rowing Championships
600,Brendan Long,TAS,2001.0,M4x,2001 World Rowing Championships
601,Neil Dennis,WA,2001.0,M2-,2001 World Rowing Championships
602,Stefan Szczurowski,WA,2001.0,M2-,2001 World Rowing Championships
603,David Dennis,WA,2001.0,M8+,2001 World Rowing Championships
604,Robert Douglas,VIC,2001.0,M8+,2001 World Rowing Championships
605,William Tait,VIC,2001.0,M8+,2001 World Rowing Championships
606,Nick Baxter,NSW,2001.0,M8+,2001 World Rowing Championships
607,Cameron McKenzie-McHarg,VIC,2001.0,M8+,2001 World Rowing Championships
608,Christian Bayliss,NSW,2001.0,M8+,2001 World Rowing Championships
609,Stephen Stewart,NSW,2001.0,M8+,2001 World Rowing Championships
610,Michael Toon,QLD,2001.0,M8+,2001 World Rowing Championships
611,Dan Stewart,NSW,2001.0,ML2x,2001 World Rowing Championships
612,Samuel Beltz,TAS,2001.0,ML2-,2001 World Rowing Championships
613,Sam Pullin,VIC,2001.0,ML8+,2001 World Rowing Championships
614,Mitchell Punch,ACT,2002.0,M1x,2002 World Rowing Championships
615,Thomas Laurich,NSW,2002.0,M2+,2002 World Rowing Championships
616,David Matthews,NSW,2002.0,M4+,2002 World Rowing Championships
617,Luke Pougnault,WA,2002.0,M4+,2002 World Rowing Championships
618,Paul Myers,VIC,2002.0,M8+,2002 World Rowing Championships
619,Warren Keeble,VIC,2002.0,M8+,2002 World Rowing Championships
620,Travis Johnstone,VIC,2002.0,M8+,2002 World Rowing Championships
621,Karsten Forsterling,VIC,2002.0,M8+,2002 World Rowing Championships
622,Zita van de Walle,NSW,2002.0,WL4x,2002 World Rowing Championships
623,Marguerite Houston,QLD,2002.0,WL4x,2002 World Rowing Championships
624,Miranda Bennett,NSW,2002.0,WL4x,2002 World Rowing Championships
625,Hannah Every-Hall,VIC,2002.0,WL4x,2002 World Rowing Championships
626,Peter Taylor,NSW,2002.0,MAS1x,2002 World Rowing Championships
627,Ben Vines,NSW,2002.0,AMix4+,2002 World Rowing Championships
628,Brett Horton,NSW,2002.0,AMix4+,2002 World Rowing Championships
629,Ben Felten,NSW,2002.0,AMix4+,2002 World Rowing Championships
630,Glenn Blackley,NSW,2002.0,AMix4+,2002 World Rowing Championships
